01101,"060  ","0600000","ホッカイドウ","サッポロシチュウオウク","イカニケイサイガナイバアイ","北海道","札幌市中央区","以下に掲載がない場合",0,0,0,0,0,0
01101,"064  ","0640941","ホッカイドウ","サッポロシチュウオウク","アサヒガオカ","北海道","札幌市中央区","旭ケ丘",0,0,1,0,0,0
01101,"060  ","0600041","ホッカイドウ","サッポロシチュウオウク","オオドオリヒガシ","北海道","札幌市中央区","大通東",0,0,1,0,0,0
01101,"060  ","0600042","ホッカイドウ","サッポロシチュウオウク","オオドオリニシ（１−１９チョウメ）","北海道","札幌市中央区","大通西（１〜１９丁目）",1,0,1,0,0,0
01101,"064  ","0640820","ホッカイドウ","サッポロシチュウオウク","オオドオリニシ（２０−２８チョウメ）","北海道","札幌市中央区","大通西（２０〜２８丁目）",1,0,1,0,0,0
01101,"060  ","0600031","ホッカイドウ","サッポロシチュウオウク","キタ１ジョウヒガシ","北海道","札幌市中央区","北一条東",0,0,1,0,0,0
01101,"060  ","0600001","ホッカイドウ","サッポロシチュウオウク","キタ１ジョウニシ（１−１９チョウメ）","北海道","札幌市中央区","北一条西（１〜１９丁目）",1,0,1,0,0,0
01101,"064  ","0640821","ホッカイドウ","サッポロシチュウオウク","キタ１ジョウニシ（２０−２８チョウメ）","北海道","札幌市中央区","北一条西（２０〜２８丁目）",1,0,1,0,0,0
01101,"060  ","0600032","ホッカイドウ","サッポロシチュウオウク","キタ２ジョウヒガシ","北海道","札幌市中央区","北二条東",0,0,1,0,0,0
01101,"060  ","0600002","ホッカイドウ","サッポロシチュウオウク","キタ２ジョウニシ（１−１９チョウメ）","北海道","札幌市中央区","北二条西（１〜１９丁目）",1,0,1,0,0,0
01101,"064  ","0640822","ホッカイドウ","サッポロシチュウオウク","キタ２ジョウニシ（２０−２８チョウメ）","北海道","札幌市中央区","北二条西（２０〜２８丁目）",1,0,1,0,0,0
01101,"060  ","0600033","ホッカイドウ","サッポロシチュウオウク","キタ３ジョウヒガシ","北海道","札幌市中央区","北三条東",0,0,1,0,0,0
01101,"060  ","0600003","ホッカイドウ","サッポロシチュウオウク","キタ３ジョウニシ（１−１９チョウメ）","北海道","札幌市中央区","北三条西（１〜１９丁目）",1,0,1,0,0,0
01101,"064  ","0640823","ホッカイドウ","サッポロシチュウオウク","キタ３ジョウニシ（２０−３０チョウメ）","北海道","札幌市中央区","北三条西（２０〜３０丁目）",1,0,1,0,0,0
01101,"060  ","0600034","ホッカイドウ","サッポロシチュウオウク","キタ４ジョウヒガシ（１−８チョウメ）","北海道","札幌市中央区","北四条東（１〜８丁目）",1,0,1,0,0,0
01101,"060  ","0600004","ホッカイドウ","サッポロシチュウオウク","キタ４ジョウニシ（１−１９チョウメ）","北海道","札幌市中央区","北四条西（１〜１９丁目）",1,0,1,0,0,0
01101,"064  ","0640824","ホッカイドウ","サッポロシチュウオウク","キタ４ジョウニシ（２０−３０チョウメ）","北海道","札幌市中央区","北四条西（２０〜３０丁目）",1,0,1,0,0,0
01101,"060  ","0600035","ホッカイドウ","サッポロシチュウオウク","キタ５ジョウヒガシ","北海道","札幌市中央区","北五条東",0,0,1,0,0,0
01101,"060  ","0600005","ホッカイドウ","サッポロシチュウオウク","キタ５ジョウニシ（１−２４チョウメ）","北海道","札幌市中央区","北五条西（１〜２４丁目）",1,0,1,0,0,0
01101,"064  ","0640825","ホッカイドウ","サッポロシチュウオウク","キタ５ジョウニシ（２５−２９チョウメ）","北海道","札幌市中央区","北五条西（２５〜２９丁目）",1,0,1,0,0,0
01101,"060  ","0600006","ホッカイドウ","サッポロシチュウオウク","キタ６ジョウニシ（１０−２５チョウメ）","北海道","札幌市中央区","北六条西（１０〜２５丁目）",1,0,1,0,0,0
01101,"064  ","0640826","ホッカイドウ","サッポロシチュウオウク","キタ６ジョウニシ（２６−２８チョウメ）","北海道","札幌市中央区","北六条西（２６〜２８丁目）",1,0,1,0,0,0
01101,"060  ","0600007","ホッカイドウ","サッポロシチュウオウク","キタ７ジョウニシ","北海道","札幌市中央区","北七条西",0,0,1,0,0,0
01101,"060  ","0600008","ホッカイドウ","サッポロシチュウオウク","キタ８ジョウニシ","北海道","札幌市中央区","北八条西",0,0,1,0,0,0
01101,"060  ","0600009","ホッカイドウ","サッポロシチュウオウク","キタ９ジョウニシ","北海道","札幌市中央区","北九条西",0,0,1,0,0,0
01101,"060  ","0600010","ホッカイドウ","サッポロシチュウオウク","キタ１０ジョウニシ","北海道","札幌市中央区","北十条西",0,0,1,0,0,0
01101,"060  ","0600011","ホッカイドウ","サッポロシチュウオウク","キタ１１ジョウニシ","北海道","札幌市中央区","北十一条西",0,0,1,0,0,0
01101,"060  ","0600012","ホッカイドウ","サッポロシチュウオウク","キタ１２ジョウニシ","北海道","札幌市中央区","北十二条西",0,0,1,0,0,0
01101,"060  ","0600013","ホッカイドウ","サッポロシチュウオウク","キタ１３ジョウニシ","北海道","札幌市中央区","北十三条西",0,0,1,0,0,0
01101,"060  ","0600014","ホッカイドウ","サッポロシチュウオウク","キタ１４ジョウニシ","北海道","札幌市中央区","北十四条西",0,0,1,0,0,0
01101,"060  ","0600015","ホッカイドウ","サッポロシチュウオウク","キタ１５ジョウニシ","北海道","札幌市中央区","北十五条西",0,0,1,0,0,0
01101,"060  ","0600016","ホッカイドウ","サッポロシチュウオウク","キタ１６ジョウニシ","北海道","札幌市中央区","北十六条西",0,0,1,0,0,0
01101,"060  ","0600017","ホッカイドウ","サッポロシチュウオウク","キタ１７ジョウニシ","北海道","札幌市中央区","北十七条西",0,0,1,0,0,0
01101,"060  ","0600018","ホッカイドウ","サッポロシチュウオウク","キタ１８ジョウニシ","北海道","札幌市中央区","北十八条西",0,0,1,0,0,0
01101,"060  ","0600020","ホッカイドウ","サッポロシチュウオウク","キタ２０ジョウニシ","北海道","札幌市中央区","北二十条西",0,0,1,0,0,0
01101,"060  ","0600021","ホッカイドウ","サッポロシチュウオウク","キタ２１ジョウニシ","北海道","札幌市中央区","北二十一条西",0,0,1,0,0,0
01101,"060  ","0600022","ホッカイドウ","サッポロシチュウオウク","キタ２２ジョウニシ","北海道","札幌市中央区","北二十二条西",0,0,1,0,0,0
01101,"064  ","0640943","ホッカイドウ","サッポロシチュウオウク","サカイガワ","北海道","札幌市中央区","界川",0,0,1,0,0,0
01101,"064  ","0640931","ホッカイドウ","サッポロシチュウオウク","ナカジマコウエン","北海道","札幌市中央区","中島公園",0,0,0,0,0,0
01101,"064  ","0640945","ホッカイドウ","サッポロシチュウオウク","バンケイ","北海道","札幌市中央区","盤渓",0,0,0,0,0,0
