"0000","福岡県","田川市",""
"0001","福岡県","田川市","伊加利"
"0002","福岡県","田川市","伊田"
"0015","福岡県","田川市","伊田町"
"0014","福岡県","田川市","魚町"
"0017","福岡県","田川市","寿町"
"0011","福岡県","田川市","栄町"
"0003","福岡県","田川市","白鳥町"
"0016","福岡県","田川市","新町"
"0013","福岡県","田川市","中央町"
"0004","福岡県","田川市","夏吉"
"0018","福岡県","田川市","番田町"
"0012","福岡県","田川市","日の出町"
"0005","福岡県","田川市","糒"
