"0000","群馬県","桐生市",""
"0011","群馬県","桐生市","相生町"
"0037","群馬県","桐生市","旭町"
"0032","群馬県","桐生市","東町"
"0033","群馬県","桐生市","泉町"
"0022","群馬県","桐生市","稲荷町"
"0601","群馬県","桐生市","梅田町"
"0044","群馬県","桐生市","永楽町"
"0024","群馬県","桐生市","織姫町"
"0041","群馬県","桐生市","川内町"
"0036","群馬県","桐生市","川岸町"
"0026","群馬県","桐生市","清瀬町"
"0145","群馬県","桐生市","黒保根町上田沢"
"0144","群馬県","桐生市","黒保根町下田沢"
"0143","群馬県","桐生市","黒保根町宿廻"
"0141","群馬県","桐生市","黒保根町水沼"
"0142","群馬県","桐生市","黒保根町八木原"
"0004","群馬県","桐生市","小梅町"
"0043","群馬県","桐生市","小曾根町"
"0003","群馬県","桐生市","琴平町"
"0002","群馬県","桐生市","境野町"
"0012","群馬県","桐生市","桜木町"
"0006","群馬県","桐生市","新宿"
"0045","群馬県","桐生市","末広町"
"0038","群馬県","桐生市","高砂町"
"0042","群馬県","桐生市","堤町"
"0052","群馬県","桐生市","天神町"
"0021","群馬県","桐生市","巴町"
"0035","群馬県","桐生市","仲町"
"0137","群馬県","桐生市","新里町赤城山"
"0136","群馬県","桐生市","新里町板橋"
"0133","群馬県","桐生市","新里町大久保"
"0131","群馬県","桐生市","新里町奥沢"
"0124","群馬県","桐生市","新里町小林"
"0134","群馬県","桐生市","新里町関"
"0135","群馬県","桐生市","新里町高泉"
"0123","群馬県","桐生市","新里町武井"
"0132","群馬県","桐生市","新里町鶴ケ谷"
"0121","群馬県","桐生市","新里町新川"
"0122","群馬県","桐生市","新里町野"
"0125","群馬県","桐生市","新里町山上"
"0023","群馬県","桐生市","錦町"
"0054","群馬県","桐生市","西久方町"
"0007","群馬県","桐生市","浜松町"
"0034","群馬県","桐生市","東"
"0053","群馬県","桐生市","東久方町"
"0001","群馬県","桐生市","菱町"
"0051","群馬県","桐生市","平井町"
"0013","群馬県","桐生市","広沢町"
"0014","群馬県","桐生市","広沢町間ノ島"
"0031","群馬県","桐生市","本町"
"0025","群馬県","桐生市","美原町"
"0046","群馬県","桐生市","宮前町"
"0056","群馬県","桐生市","宮本町"
"0005","群馬県","桐生市","三吉町"
"0027","群馬県","桐生市","元宿町"
"0055","群馬県","桐生市","横山町"
"0100","群馬県","みどり市",""
"0306","群馬県","みどり市","東町荻原"
"0302","群馬県","みどり市","東町草木"
"0304","群馬県","みどり市","東町神戸"
"0308","群馬県","みどり市","東町小中"
"0303","群馬県","みどり市","東町座間"
"0305","群馬県","みどり市","東町小夜戸"
"0301","群馬県","みどり市","東町沢入"
"0307","群馬県","みどり市","東町花輪"
"0114","群馬県","みどり市","大間々町浅原"
"0101","群馬県","みどり市","大間々町大間々"
"0111","群馬県","みどり市","大間々町小平"
"0104","群馬県","みどり市","大間々町上神梅"
"0102","群馬県","みどり市","大間々町桐原"
"0116","群馬県","みどり市","大間々町塩沢"
"0115","群馬県","みどり市","大間々町塩原"
"0103","群馬県","みどり市","大間々町下神梅"
"0113","群馬県","みどり市","大間々町高津戸"
"0112","群馬県","みどり市","大間々町長尾根"
